Employee_ID,Full_Name,Age,Gender,Department,City,Salary,Years_Exp,Performance,Education,Status,Join_Date,Bonus_Pct
EMP0240,Eve Davis,24.0,Male,Sales,Manchester,76934.0,30,4.3,Bachelor,On Leave,2011-12-19,13.5
EMP0241,James Brown,41.0,Female,Sales,Bristol,50566.0,24,2.5,Bachelor,Active,2011-12-22,8.1
EMP0242,Isla Davis,45.0,Non-binary,Marketing,Glasgow,55134.0,13,1.4,Master,On Leave,2011-12-25,3.4
EMP0243,James Taylor,,Male,Marketing,Bristol,35345.0,7,2.4,Master,Active,2011-12-28,22.2
EMP0244,Diana Taylor,45.0,Non-binary,HR,London,,26,4.9,Bachelor,Active,2011-12-31,11.8
EMP0245,Frank Smith,32.0,Non-binary,Operations,London,,1,3.5,Bachelor,Active,2012-01-03,22.0
EMP0246,Henry Smith,,Male,Marketing,Manchester,53018.0,16,2.7,PhD,Active,2012-01-06,14.6
EMP0247,Alice Jones,,Male,HR,,79219.0,13,1.7,High School,Active,2012-01-09,16.9
EMP0248,Bob Davis,59.0,Non-binary,Marketing,London,70991.0,24,4.9,High School,Active,2012-01-12,20.1
EMP0249,Diana Brown,61.0,Male,Operations,Glasgow,34486.0,29,4.3,PhD,Resigned,2012-01-15,16.5
EMP0250,Isla Taylor,41.0,Female,Sales,Leeds,63862.0,28,2.1,Master,Resigned,2012-01-18,10.0
EMP0251,Frank Davis,56.0,Female,Finance,Birmingham,83870.0,19,1.3,Bachelor,On Leave,2012-01-21,12.8
EMP0252,Bob Smith,46.0,Male,Operations,Bristol,,20,,Master,On Leave,2012-01-24,20.1
EMP0253,Alice Jones,56.0,Non-binary,IT,Leeds,56379.0,21,,High School,Active,2012-01-27,
EMP0254,Henry Davis,,Male,Marketing,Bristol,89729.0,34,3.3,High School,Active,2012-01-30,9.7
EMP0255,Bob Jones,50.0,Male,Marketing,Leeds,53378.0,15,4.7,Master,Active,2012-02-02,
EMP0256,Charlie Taylor,39.0,Non-binary,Sales,Birmingham,79353.0,16,3.0,High School,Active,2012-02-05,22.9
EMP0257,Isla Taylor,39.0,Non-binary,IT,London,74996.0,15,4.4,Bachelor,Active,2012-02-08,2.3
EMP0258,Alice Smith,23.0,Female,Sales,Birmingham,39031.0,1,2.8,PhD,Active,2012-02-11,16.2
EMP0259,Eve Smith,56.0,Non-binary,IT,London,90982.0,3,3.8,Master,Resigned,2012-02-14,10.3
EMP0260,James Taylor,37.0,Female,Finance,,61683.0,20,3.9,Bachelor,Active,2012-02-17,10.1
EMP0261,Eve Wilson,57.0,Non-binary,Marketing,Bristol,42618.0,33,1.7,Bachelor,Active,2012-02-20,17.0
EMP0262,Grace Taylor,54.0,Male,Marketing,,31587.0,29,,High School,On Leave,2012-02-23,1.7
EMP0263,Frank Brown,25.0,Female,Finance,Birmingham,87790.0,5,,Bachelor,Resigned,2012-02-26,14.8
EMP0264,Eve Smith,54.0,Female,HR,Leeds,56480.0,16,1.3,Master,Active,2012-02-29,19.3
EMP0265,Frank Taylor,35.0,Female,Sales,Birmingham,45527.0,24,2.4,,Active,2012-03-03,
EMP0266,James Wilson,42.0,Male,Finance,Bristol,48569.0,4,3.1,PhD,Active,2012-03-06,4.3
EMP0267,Grace Taylor,41.0,Male,Sales,London,36151.0,4,5.0,,Active,2012-03-09,22.4
EMP0268,Grace Smith,29.0,Male,Operations,Bristol,84174.0,19,2.9,Bachelor,Resigned,2012-03-12,16.4
EMP0269,Henry Jones,28.0,Male,Marketing,Manchester,69739.0,15,4.3,PhD,Active,2012-03-15,
EMP0270,Diana Brown,24.0,Male,Sales,Manchester,57954.0,8,2.7,Bachelor,Active,2012-03-18,12.1
EMP0271,Eve Smith,38.0,Female,IT,Leeds,60303.0,4,4.2,Bachelor,On Leave,2012-03-21,13.6
EMP0272,Frank Taylor,54.0,Male,Sales,Bristol,59700.0,1,3.4,High School,Resigned,2012-03-24,23.0
EMP0273,Alice Taylor,33.0,Female,Operations,Leeds,92568.0,8,4.5,Master,Active,2012-03-27,22.5
EMP0274,Henry Wilson,43.0,Male,Marketing,Leeds,91788.0,21,2.6,High School,Active,2012-03-30,11.2
EMP0275,James Taylor,43.0,Non-binary,Finance,Manchester,62842.0,21,3.4,Master,Active,2012-04-02,6.9
EMP0276,Grace Wilson,51.0,Female,Operations,Leeds,38900.0,21,3.5,PhD,On Leave,2012-04-05,9.8
EMP0277,Charlie Wilson,59.0,Non-binary,Marketing,Manchester,26881.0,33,2.7,PhD,Active,2012-04-08,9.7
EMP0278,Charlie Taylor,59.0,Female,Sales,,58037.0,28,,PhD,Resigned,2012-04-11,7.2
EMP0279,Charlie Smith,29.0,Non-binary,HR,Bristol,26630.0,32,1.4,Master,Active,2012-04-14,6.7
EMP0280,James Smith,48.0,Male,HR,Leeds,45789.0,17,1.1,Master,Active,2012-04-17,21.5
EMP0281,Isla Wilson,48.0,Male,IT,Manchester,71151.0,6,4.5,Master,Resigned,2012-04-20,1.7
EMP0282,Eve Davis,55.0,Male,Marketing,Birmingham,73920.0,0,,PhD,Resigned,2012-04-23,16.9
EMP0283,Diana Taylor,42.0,Female,HR,Leeds,92231.0,32,1.8,Master,Active,2012-04-26,4.3
EMP0284,Grace Davis,51.0,Non-binary,Finance,Glasgow,28262.0,0,3.9,Bachelor,Active,2012-04-29,
EMP0285,Diana Taylor,54.0,Male,Marketing,London,91981.0,23,2.3,High School,Resigned,2012-05-02,1.5
EMP0286,Isla Smith,49.0,Non-binary,Finance,London,79722.0,3,3.0,PhD,Active,2012-05-05,6.7
EMP0287,Charlie Smith,54.0,Non-binary,Finance,Birmingham,75818.0,3,1.7,,Active,2012-05-08,19.2
EMP0288,Alice Jones,26.0,Male,HR,Manchester,54932.0,17,4.8,Bachelor,Active,2012-05-11,22.1
EMP0289,Grace Jones,40.0,Male,Marketing,Leeds,31901.0,26,4.4,Master,Active,2012-05-14,5.5
EMP0290,Diana Smith,25.0,Non-binary,Sales,Manchester,33597.0,31,,High School,Resigned,2012-05-17,11.6
EMP0291,Henry Davis,56.0,Male,Operations,London,88909.0,32,2.6,Bachelor,Active,2012-05-20,11.8
EMP0292,Bob Taylor,38.0,Male,HR,Manchester,,27,4.0,Bachelor,Active,2012-05-23,21.8
EMP0293,Frank Taylor,49.0,Male,HR,London,,5,1.6,High School,Active,2012-05-26,19.1
EMP0294,Diana Taylor,51.0,Female,Sales,Manchester,50805.0,15,1.0,PhD,Active,2012-05-29,12.8
EMP0295,Frank Taylor,,Non-binary,Marketing,Birmingham,36874.0,33,1.1,High School,On Leave,2012-06-01,16.8
EMP0296,Grace Brown,27.0,Non-binary,Marketing,,39079.0,22,3.3,PhD,Active,2012-06-04,21.2
EMP0297,Bob Smith,56.0,Female,Finance,Birmingham,74850.0,23,2.8,Master,Resigned,2012-06-07,0.2
EMP0298,Diana Davis,,Non-binary,Sales,Birmingham,34018.0,12,3.1,PhD,Active,2012-06-10,10.1
EMP0299,Frank Smith,45.0,Male,Sales,Bristol,74500.0,17,1.0,Master,Active,2012-06-13,22.7
EMP0300,Alice Taylor,50.0,Non-binary,Marketing,,37100.0,12,2.7,High School,Active,2012-06-16,18.5
EMP0301,Charlie Smith,52.0,Male,Finance,Leeds,82021.0,16,3.9,Master,Active,2012-06-19,13.6
EMP0302,James Taylor,56.0,Female,HR,Leeds,44800.0,14,2.8,Bachelor,Active,2012-06-22,13.2
EMP0303,Diana Brown,54.0,Male,IT,Birmingham,88400.0,17,3.9,Master,Resigned,2012-06-25,8.7
EMP0304,Henry Taylor,42.0,Non-binary,Operations,,54437.0,22,1.9,PhD,On Leave,2012-06-28,13.0
EMP0305,Diana Wilson,53.0,Non-binary,HR,,71675.0,29,4.3,PhD,Active,2012-07-01,16.4
EMP0306,Charlie Davis,44.0,Non-binary,Marketing,London,44942.0,33,3.4,PhD,On Leave,2012-07-04,10.5
EMP0307,Henry Davis,54.0,Female,Operations,Leeds,45862.0,3,1.8,Master,Active,2012-07-07,17.9
EMP0308,Alice Brown,24.0,Female,IT,Glasgow,36669.0,2,1.9,PhD,Resigned,2012-07-10,21.5
EMP0309,Eve Taylor,39.0,Non-binary,IT,Glasgow,78772.0,6,3.5,PhD,Active,2012-07-13,3.9
EMP0310,Eve Smith,46.0,Male,Finance,Leeds,,17,,Bachelor,Resigned,2012-07-16,11.3
EMP0311,Frank Taylor,52.0,Female,Operations,London,35878.0,6,,Master,On Leave,2012-07-19,10.2
EMP0312,Bob Brown,24.0,Non-binary,Finance,London,27985.0,5,2.0,Bachelor,Active,2012-07-22,17.2
EMP0313,James Taylor,61.0,Non-binary,HR,Glasgow,66235.0,21,4.5,PhD,On Leave,2012-07-25,6.2
EMP0314,James Brown,45.0,Female,Sales,Manchester,43931.0,0,3.7,PhD,Active,2012-07-28,16.0
EMP0315,Bob Smith,53.0,Female,Sales,Manchester,25336.0,3,2.8,PhD,Resigned,2012-07-31,21.9
EMP0316,Henry Jones,43.0,Female,Sales,London,67933.0,28,3.0,Master,On Leave,2012-08-03,10.5
EMP0317,Grace Taylor,44.0,Male,Operations,Manchester,70536.0,20,1.8,High School,On Leave,2012-08-06,
EMP0318,Eve Smith,23.0,Male,Sales,,94504.0,25,3.5,PhD,Active,2012-08-09,24.8
EMP0319,Bob Wilson,48.0,Non-binary,HR,Leeds,76148.0,13,2.4,PhD,Active,2012-08-12,2.7
EMP0320,Diana Taylor,23.0,Female,Finance,Leeds,41279.0,8,5.0,PhD,On Leave,2012-08-15,5.8
EMP0321,Frank Taylor,47.0,Male,Operations,London,93665.0,11,2.9,PhD,Active,2012-08-18,23.8
EMP0322,Eve Brown,38.0,Female,Finance,,91670.0,5,2.9,Master,Active,2012-08-21,24.0
EMP0323,James Wilson,61.0,Non-binary,Operations,Glasgow,79028.0,19,3.3,High School,Active,2012-08-24,2.4
EMP0324,Charlie Brown,54.0,Male,Finance,London,43108.0,23,4.7,High School,Resigned,2012-08-27,
EMP0325,Grace Smith,30.0,Male,IT,Manchester,77495.0,26,4.2,High School,Active,2012-08-30,4.0
EMP0326,Bob Wilson,60.0,Male,Finance,Glasgow,81830.0,7,,PhD,Active,2012-09-02,
EMP0327,Eve Brown,50.0,Non-binary,Sales,Birmingham,,0,,PhD,Resigned,2012-09-05,4.5
EMP0328,Bob Taylor,47.0,Female,IT,Manchester,91406.0,23,3.3,High School,Active,2012-09-08,12.6
EMP0329,Charlie Taylor,56.0,Male,Finance,Bristol,64519.0,6,3.0,High School,Active,2012-09-11,21.2
EMP0330,Grace Brown,46.0,Non-binary,Operations,Manchester,74649.0,18,1.8,PhD,Active,2012-09-14,0.5
EMP0331,Isla Smith,45.0,Female,Operations,Bristol,59524.0,21,2.9,PhD,Active,2012-09-17,15.1
EMP0332,Alice Smith,34.0,Non-binary,Operations,Glasgow,58885.0,34,2.0,Bachelor,Active,2012-09-20,6.9
EMP0333,Eve Davis,28.0,Female,Marketing,Bristol,69369.0,29,4.7,Bachelor,Resigned,2012-09-23,21.6
EMP0334,Diana Smith,57.0,Non-binary,HR,Glasgow,55676.0,28,2.3,Bachelor,Active,2012-09-26,7.1
EMP0335,Henry Taylor,41.0,Female,Operations,Glasgow,,21,4.8,High School,Active,2012-09-29,
EMP0336,Eve Brown,22.0,Male,IT,Glasgow,72764.0,10,3.1,Master,Active,2012-10-02,16.9
EMP0337,Diana Jones,29.0,Female,Operations,Glasgow,,19,3.5,PhD,Active,2012-10-05,5.5
EMP0338,Diana Smith,37.0,Non-binary,Marketing,Glasgow,56923.0,28,3.2,Bachelor,Active,2012-10-08,0.9
EMP0339,Charlie Wilson,35.0,Non-binary,Sales,Manchester,72574.0,33,1.5,Master,Resigned,2012-10-11,10.2
EMP0340,Bob Wilson,33.0,Female,IT,Glasgow,68391.0,0,2.5,PhD,Resigned,2012-10-14,7.2
EMP0341,Henry Smith,,Male,Marketing,Manchester,78664.0,30,1.4,Master,Active,2012-10-17,20.2
EMP0342,James Smith,36.0,Male,Sales,Glasgow,92384.0,29,3.5,High School,Active,2012-10-20,20.0
EMP0343,Eve Taylor,49.0,Female,IT,Bristol,56027.0,17,2.8,High School,On Leave,2012-10-23,11.4
EMP0344,Alice Smith,55.0,Female,Finance,Glasgow,60464.0,16,4.1,High School,Active,2012-10-26,15.2
EMP0345,Grace Taylor,23.0,Non-binary,HR,Birmingham,59485.0,13,1.9,Bachelor,Active,2012-10-29,15.1
EMP0346,Bob Davis,53.0,Male,HR,Glasgow,44456.0,22,1.7,PhD,Active,2012-11-01,20.7
EMP0347,James Wilson,44.0,Female,Marketing,Glasgow,60554.0,24,,High School,On Leave,2012-11-04,10.6
EMP0348,Bob Wilson,43.0,Male,Sales,Bristol,71922.0,14,4.7,Bachelor,On Leave,2012-11-07,6.9
EMP0349,Isla Jones,46.0,Female,HR,Leeds,38409.0,21,3.8,Bachelor,Active,2012-11-10,6.6
EMP0350,Frank Davis,43.0,Female,Sales,Bristol,94327.0,2,2.7,Bachelor,Resigned,2012-11-13,
EMP0351,Diana Smith,43.0,Male,Sales,Birmingham,61639.0,18,3.1,Bachelor,Active,2012-11-16,11.2
EMP0352,Alice Brown,27.0,Female,Marketing,Leeds,,33,,High School,Active,2012-11-19,11.0
EMP0353,Eve Davis,36.0,Female,Marketing,London,44692.0,34,4.9,Bachelor,Active,2012-11-22,2.3
EMP0354,Isla Taylor,58.0,Non-binary,Marketing,London,79200.0,0,3.7,High School,On Leave,2012-11-25,18.0
EMP0355,James Davis,54.0,Female,HR,Birmingham,82415.0,20,2.1,High School,Resigned,2012-11-28,5.3
EMP0356,Diana Jones,29.0,Female,Marketing,Bristol,,28,3.3,Bachelor,Active,2012-12-01,4.9
EMP0357,Alice Jones,26.0,Female,HR,Manchester,40549.0,5,1.4,High School,Resigned,2012-12-04,10.3
EMP0358,Eve Jones,,Non-binary,Marketing,Birmingham,54963.0,0,4.9,PhD,On Leave,2012-12-07,5.7
EMP0359,Alice Smith,25.0,Male,Operations,Leeds,77265.0,0,1.7,PhD,Active,2012-12-10,14.6
EMP0360,Grace Smith,27.0,Non-binary,Sales,Leeds,41061.0,26,3.6,Master,Active,2012-12-13,9.3
EMP0361,Alice Davis,53.0,Non-binary,Marketing,Glasgow,83226.0,20,2.0,PhD,Resigned,2012-12-16,11.2
EMP0362,James Smith,,Male,IT,,53810.0,15,3.9,High School,On Leave,2012-12-19,13.4
EMP0363,Charlie Wilson,56.0,Non-binary,Sales,Leeds,85006.0,25,4.1,High School,Active,2012-12-22,5.1
EMP0364,Charlie Smith,61.0,Male,Sales,Birmingham,47800.0,15,3.7,PhD,Active,2012-12-25,
EMP0365,Diana Taylor,37.0,Non-binary,Marketing,Leeds,94460.0,27,3.5,Bachelor,Active,2012-12-28,22.0
EMP0366,Frank Smith,34.0,Male,Finance,Birmingham,82767.0,0,4.6,Bachelor,On Leave,2012-12-31,10.8
EMP0367,Grace Wilson,51.0,Female,Marketing,Manchester,53054.0,9,1.3,High School,Active,2013-01-03,10.3
EMP0368,Diana Davis,40.0,Non-binary,Sales,Glasgow,70397.0,16,2.3,Bachelor,Active,2013-01-06,0.9
EMP0369,Diana Jones,38.0,Non-binary,IT,London,38233.0,22,2.0,Master,Active,2013-01-09,12.4
EMP0370,Alice Taylor,40.0,Non-binary,Sales,Leeds,,6,5.0,Master,Active,2013-01-12,13.9
EMP0371,Bob Brown,,Non-binary,IT,Birmingham,90727.0,6,2.6,PhD,Active,2013-01-15,
EMP0372,Diana Wilson,47.0,Female,HR,Bristol,,14,,PhD,Active,2013-01-18,17.7
EMP0373,Alice Smith,58.0,Non-binary,Operations,London,38682.0,33,3.7,Bachelor,Active,2013-01-21,4.4
EMP0374,James Wilson,47.0,Female,Sales,Manchester,48383.0,3,1.8,High School,On Leave,2013-01-24,6.3
EMP0375,Diana Brown,44.0,Female,Marketing,Birmingham,83160.0,13,2.0,PhD,On Leave,2013-01-27,20.3
EMP0376,Eve Jones,30.0,Female,HR,Glasgow,48666.0,13,2.1,Master,Active,2013-01-30,23.7
EMP0377,Diana Davis,33.0,Female,Operations,Glasgow,83817.0,15,,PhD,Resigned,2013-02-02,
EMP0378,Bob Taylor,22.0,Male,Marketing,Manchester,59642.0,6,1.9,PhD,Resigned,2013-02-05,12.4
EMP0379,Bob Wilson,22.0,Male,Finance,Manchester,,31,1.1,Master,Active,2013-02-08,5.4
EMP0380,Charlie Wilson,55.0,Non-binary,Marketing,Glasgow,35234.0,18,4.5,High School,Resigned,2013-02-11,1.5
EMP0381,Diana Taylor,53.0,Male,IT,,82616.0,1,4.9,,Active,2013-02-14,8.1
EMP0382,Henry Taylor,,Male,IT,Leeds,34221.0,9,2.4,PhD,Active,2013-02-17,3.6
EMP0383,Eve Wilson,61.0,Non-binary,Finance,Birmingham,36410.0,16,2.4,PhD,Active,2013-02-20,
EMP0384,Frank Wilson,22.0,Non-binary,HR,Bristol,86413.0,11,1.0,Bachelor,Active,2013-02-23,
EMP0385,Alice Smith,37.0,Non-binary,Operations,Birmingham,26051.0,5,3.7,PhD,Active,2013-02-26,3.6
EMP0386,Isla Smith,60.0,Male,Marketing,Bristol,81563.0,21,4.3,Master,Active,2013-03-01,
EMP0387,Diana Taylor,26.0,Male,IT,,69757.0,31,1.6,,Active,2013-03-04,20.2
EMP0388,Diana Taylor,43.0,Non-binary,HR,London,76257.0,19,1.6,High School,Active,2013-03-07,4.4
EMP0389,Frank Smith,50.0,Female,Finance,Birmingham,25307.0,0,4.2,Master,Resigned,2013-03-10,15.2
EMP0390,Diana Smith,,Non-binary,Sales,Birmingham,81889.0,5,3.5,Bachelor,Active,2013-03-13,8.4
EMP0391,Eve Taylor,33.0,Female,IT,Bristol,93895.0,18,1.2,Master,Active,2013-03-16,14.6
EMP0392,Alice Jones,47.0,Female,Finance,Manchester,60944.0,17,3.5,High School,Active,2013-03-19,7.9
EMP0393,Henry Brown,37.0,Non-binary,Marketing,Manchester,63134.0,5,2.2,Master,Active,2013-03-22,2.2
EMP0394,Grace Taylor,58.0,Non-binary,Operations,Bristol,52323.0,32,2.5,Bachelor,Active,2013-03-25,5.6
EMP0395,Bob Davis,43.0,Non-binary,IT,Manchester,50954.0,22,,High School,Resigned,2013-03-28,4.7
EMP0396,Eve Wilson,50.0,Male,IT,Glasgow,80021.0,22,4.2,Bachelor,Active,2013-03-31,
EMP0397,Grace Jones,35.0,Female,Marketing,Leeds,29992.0,25,2.6,Master,On Leave,2013-04-03,16.5
EMP0398,Bob Davis,49.0,Male,Sales,Glasgow,,12,4.8,PhD,On Leave,2013-04-06,6.6
EMP0399,Isla Jones,26.0,Male,HR,London,37497.0,6,2.6,Master,Active,2013-04-09,0.3
EMP0400,Diana Wilson,51.0,Non-binary,Operations,Birmingham,57551.0,14,4.1,Bachelor,Active,2013-04-12,13.0
EMP0401,Alice Smith,26.0,Male,IT,London,80755.0,26,2.9,Master,Active,2013-04-15,15.1
EMP0402,Isla Davis,33.0,Non-binary,Operations,Birmingham,38255.0,25,4.6,PhD,Active,2013-04-18,24.1
EMP0403,Frank Jones,37.0,Female,IT,Leeds,29567.0,32,4.6,Bachelor,Resigned,2013-04-21,14.7
EMP0404,Henry Smith,47.0,Non-binary,Operations,Manchester,73847.0,14,1.3,Master,On Leave,2013-04-24,
EMP0405,Alice Smith,,Male,Finance,Glasgow,73003.0,26,4.7,Bachelor,Active,2013-04-27,
EMP0406,Frank Brown,,Male,IT,Bristol,45389.0,4,4.3,Bachelor,On Leave,2013-04-30,23.2
EMP0407,Alice Davis,60.0,Non-binary,Operations,Glasgow,69523.0,1,4.2,,On Leave,2013-05-03,20.7
EMP0408,Alice Taylor,57.0,Non-binary,HR,Leeds,86576.0,32,1.8,High School,Active,2013-05-06,8.1
EMP0409,Eve Jones,54.0,Male,Finance,,68919.0,15,4.2,Bachelor,Active,2013-05-09,5.9
EMP0410,Frank Brown,51.0,Female,Finance,Bristol,28358.0,22,4.4,Master,Active,2013-05-12,6.6
EMP0411,Alice Brown,58.0,Female,HR,Manchester,30698.0,15,2.2,Master,Active,2013-05-15,12.6
EMP0412,Alice Wilson,44.0,Non-binary,Operations,Leeds,91809.0,13,4.8,Master,Active,2013-05-18,18.6
EMP0413,Bob Brown,,Female,Marketing,Bristol,80805.0,28,1.2,PhD,Resigned,2013-05-21,12.6
EMP0414,Eve Smith,26.0,Male,HR,Leeds,56349.0,25,1.6,Bachelor,Resigned,2013-05-24,1.7
EMP0415,Bob Wilson,,Non-binary,Operations,Leeds,75248.0,34,3.2,,Active,2013-05-27,18.1
EMP0416,Alice Jones,55.0,Male,HR,Manchester,69041.0,14,3.3,PhD,Resigned,2013-05-30,20.1
EMP0417,Isla Brown,52.0,Male,HR,Birmingham,56954.0,2,3.6,,Resigned,2013-06-02,7.2
EMP0418,Charlie Taylor,31.0,Female,IT,Bristol,,22,1.1,Bachelor,Active,2013-06-05,16.6
EMP0419,Bob Wilson,40.0,Non-binary,Operations,Manchester,94783.0,28,4.8,PhD,On Leave,2013-06-08,10.7
EMP0420,Isla Smith,53.0,Non-binary,Marketing,,44738.0,33,1.2,High School,Resigned,2013-06-11,22.2
EMP0421,Charlie Taylor,22.0,Female,IT,Manchester,35703.0,32,1.6,Bachelor,Resigned,2013-06-14,21.1
EMP0422,Diana Brown,26.0,Male,HR,Birmingham,74422.0,22,1.1,PhD,Active,2013-06-17,13.1
EMP0423,Alice Wilson,25.0,Male,Sales,Glasgow,86899.0,6,3.3,Master,Active,2013-06-20,17.3
EMP0424,Diana Taylor,,Male,HR,Bristol,37392.0,2,,High School,Active,2013-06-23,22.1
EMP0425,Frank Brown,45.0,Male,HR,Birmingham,69724.0,31,3.7,Master,Active,2013-06-26,12.4
EMP0426,Frank Jones,37.0,Non-binary,Operations,London,57299.0,30,4.3,Bachelor,On Leave,2013-06-29,7.8
EMP0427,Eve Davis,23.0,Non-binary,Operations,Bristol,40641.0,17,1.1,High School,Active,2013-07-02,18.8
EMP0428,Grace Davis,49.0,Female,IT,Birmingham,31305.0,6,3.2,PhD,Active,2013-07-05,5.5
EMP0429,Alice Brown,53.0,Female,Marketing,Leeds,43782.0,0,2.8,Bachelor,Resigned,2013-07-08,9.7
EMP0430,Frank Davis,48.0,Non-binary,IT,Bristol,,13,3.0,PhD,Resigned,2013-07-11,
EMP0431,Grace Wilson,41.0,Non-binary,Finance,Bristol,92766.0,31,1.3,High School,Active,2013-07-14,18.1
EMP0432,Grace Smith,45.0,Male,HR,Manchester,31511.0,5,3.7,Master,Resigned,2013-07-17,10.1
EMP0433,Diana Wilson,33.0,Male,Sales,Leeds,51177.0,9,3.0,Bachelor,Active,2013-07-20,5.4
EMP0434,Isla Brown,56.0,Female,HR,London,29765.0,6,4.1,Bachelor,Active,2013-07-23,8.9
EMP0435,Charlie Davis,54.0,Non-binary,HR,Glasgow,45354.0,25,2.9,PhD,Resigned,2013-07-26,7.1
EMP0436,Grace Jones,54.0,Female,IT,Birmingham,48929.0,33,1.6,High School,Resigned,2013-07-29,
EMP0437,Frank Wilson,58.0,Non-binary,Sales,Manchester,53820.0,29,3.6,PhD,Active,2013-08-01,18.6
EMP0438,Isla Taylor,33.0,Male,Sales,Birmingham,54523.0,20,1.7,High School,On Leave,2013-08-04,6.3
EMP0439,Diana Wilson,,Female,Sales,London,91163.0,16,4.5,Bachelor,Active,2013-08-07,
EMP0440,James Wilson,22.0,Female,IT,London,38780.0,32,3.5,High School,Active,2013-08-10,9.6
EMP0441,Alice Wilson,54.0,Non-binary,HR,Bristol,31589.0,9,1.6,,Active,2013-08-13,
EMP0442,James Brown,61.0,Male,IT,London,59812.0,11,4.8,,Active,2013-08-16,9.8
EMP0443,Charlie Brown,31.0,Female,Operations,Birmingham,70939.0,15,3.1,Master,Active,2013-08-19,2.0
EMP0444,Grace Davis,50.0,Male,Operations,Leeds,76493.0,31,1.3,High School,Active,2013-08-22,2.2
EMP0445,Henry Taylor,34.0,Female,IT,Leeds,65953.0,14,3.5,Master,Active,2013-08-25,14.8
EMP0446,Frank Jones,33.0,Male,Sales,Bristol,90785.0,26,2.0,High School,Resigned,2013-08-28,15.0
EMP0447,Bob Taylor,,Non-binary,HR,Glasgow,44309.0,27,4.2,High School,Active,2013-08-31,10.5
EMP0448,Bob Brown,,Female,IT,,79195.0,16,4.3,PhD,Active,2013-09-03,10.8
EMP0449,Bob Smith,56.0,Female,IT,Birmingham,50901.0,1,4.9,PhD,Resigned,2013-09-06,1.3
EMP0450,Diana Davis,44.0,Male,IT,London,,6,3.0,Bachelor,Active,2013-09-09,12.9
EMP0451,Eve Jones,38.0,Male,Finance,Birmingham,56508.0,12,2.8,PhD,Resigned,2013-09-12,12.6
EMP0452,James Jones,47.0,Female,Operations,Manchester,50464.0,14,4.0,High School,Active,2013-09-15,3.7
EMP0453,Alice Jones,29.0,Non-binary,Sales,Glasgow,85281.0,24,1.5,PhD,Active,2013-09-18,2.6
EMP0454,Eve Davis,50.0,Male,Marketing,London,41260.0,22,,High School,Active,2013-09-21,3.1
EMP0455,Eve Brown,47.0,Male,Sales,Manchester,60440.0,21,3.2,Master,Active,2013-09-24,2.5
EMP0456,Bob Davis,31.0,Male,Marketing,Bristol,,25,1.4,High School,On Leave,2013-09-27,15.2
EMP0457,Isla Wilson,47.0,Female,Finance,Leeds,66430.0,32,2.7,Bachelor,Active,2013-09-30,4.9
EMP0458,Isla Smith,55.0,Female,IT,Bristol,26987.0,10,4.4,Master,Resigned,2013-10-03,6.3
EMP0459,Isla Wilson,28.0,Female,Finance,Leeds,50105.0,9,4.4,Bachelor,On Leave,2013-10-06,4.3
EMP0460,Eve Jones,25.0,Female,Finance,Bristol,38026.0,24,1.4,Bachelor,On Leave,2013-10-09,23.9
EMP0461,Diana Jones,32.0,Non-binary,HR,Birmingham,93309.0,23,1.4,Bachelor,Active,2013-10-12,21.4
EMP0462,Charlie Davis,50.0,Non-binary,Operations,Manchester,70927.0,32,2.1,PhD,Active,2013-10-15,5.8
EMP0463,Frank Taylor,57.0,Female,Marketing,Leeds,82535.0,16,4.5,Bachelor,Active,2013-10-18,8.2
EMP0464,Diana Smith,46.0,Non-binary,IT,London,67946.0,23,1.5,Master,Resigned,2013-10-21,5.2
EMP0465,Charlie Wilson,42.0,Male,Marketing,Manchester,81561.0,1,3.9,,On Leave,2013-10-24,
EMP0466,Henry Wilson,57.0,Male,Sales,,35377.0,31,1.4,Bachelor,Active,2013-10-27,0.5
EMP0467,Alice Brown,31.0,Male,Marketing,Manchester,78592.0,23,3.5,Master,Resigned,2013-10-30,16.8
EMP0468,Isla Wilson,58.0,Female,Sales,Manchester,32347.0,8,2.4,,Active,2013-11-02,13.1
EMP0469,Grace Wilson,30.0,Male,Operations,Bristol,58776.0,3,,High School,Active,2013-11-05,22.5
EMP0470,Isla Jones,45.0,Non-binary,Sales,Leeds,28783.0,16,1.9,Master,On Leave,2013-11-08,4.1
EMP0471,Frank Smith,56.0,Female,Marketing,Leeds,80798.0,16,3.6,Master,Resigned,2013-11-11,20.1
EMP0472,Alice Wilson,56.0,Non-binary,Marketing,Manchester,,29,1.9,High School,Active,2013-11-14,19.8
EMP0473,Henry Davis,57.0,Male,Sales,Birmingham,80161.0,10,3.9,Master,Resigned,2013-11-17,3.2
EMP0474,Alice Brown,39.0,Male,Finance,Birmingham,85652.0,20,4.5,High School,Resigned,2013-11-20,10.0
EMP0475,Henry Wilson,60.0,Male,Operations,London,59484.0,20,1.5,,Active,2013-11-23,4.3
EMP0476,Henry Taylor,,Female,HR,London,45922.0,17,,Master,Active,2013-11-26,6.4
EMP0477,Charlie Brown,45.0,Non-binary,IT,,59028.0,28,3.4,High School,Resigned,2013-11-29,
EMP0478,Eve Wilson,44.0,Female,Marketing,Manchester,45316.0,23,1.5,High School,Active,2013-12-02,13.9
